"";"ID";"value_mortgage";"value_nonmortgage"
"3289";"934-74-5291";0;7631
"3290";"174-51-2127";0;13467
"3291";"357-12-2978";0;4158
"3292";"408-42-2525";546237;5058
"3293";"561-59-2295";353959;1756
"3294";"964-68-4734";0;14382
"3295";"381-30-1668";0;10553
"3296";"331-91-1116";0;1351
"3297";"231-88-7074";0;40785
"3298";"754-58-4596";0;3368
"3299";"207-58-7405";624549;1874
"3300";"388-92-6399";0;20362
"3301";"621-30-6267";0;2243
"3302";"399-29-6675";0;7146
"3303";"151-91-5820";0;3703
"3304";"184-29-2242";861043;8936
"3305";"637-47-3448";0;8999
"3306";"718-79-8139";408181;9387
"3307";"710-69-8690";0;1767
"3308";"770-44-4112";0;3442
"3309";"475-90-2986";0;1203
"3310";"337-74-1702";231334;13732
"3311";"112-96-4939";0;12719
"3312";"183-63-4075";0;12203
"3313";"112-33-1117";0;4321
"3314";"186-18-4480";0;9166
"3315";"249-67-4203";0;11632
"3316";"643-11-2738";574269;4573
"3317";"859-76-5076";0;5877
"3318";"331-47-4212";0;4400
"3319";"702-92-7823";0;13056
"3320";"707-55-1555";0;12349
"3321";"374-33-2745";0;3162
"3322";"926-43-8999";0;14555
"3323";"982-31-6273";528072;22319
"3324";"641-70-1280";0;11670
"3325";"341-72-5583";0;13645
"3326";"148-30-5717";506041;16014
"3327";"649-63-2629";0;8963
"3328";"598-67-1334";444768;18659
"3329";"592-88-6352";403966;10755
"3330";"792-93-3289";539108;17042
"3331";"750-39-2937";118738;9034
"3332";"677-77-1898";0;3540
"3333";"876-43-5103";0;40665
"3334";"254-59-4144";216895;9151
"3335";"371-67-4486";0;5809
"3336";"871-33-9229";0;2872
"3337";"218-72-3400";0;12445
"3338";"558-41-9146";0;10135
"3339";"507-34-7641";453913;10280
"3340";"765-86-7995";0;19433
"3341";"610-88-5562";571150;1832
"3342";"538-10-6788";0;9084
"3343";"806-68-8358";0;10206
"3344";"451-75-3770";0;3853
"3345";"324-53-2341";572964;2883
"3346";"919-38-6681";0;24554
"3347";"642-58-7351";423627;4646
"3348";"763-20-6765";0;7589
"3349";"947-27-1745";0;8573
"3350";"472-68-7892";446183;1829
"3351";"804-13-2404";0;13166
"3352";"331-93-7262";0;13630
"3353";"958-54-7209";0;6636
"3354";"979-85-3251";553962;8107
"3355";"756-91-7517";0;24703
"3356";"819-55-1766";0;4046
"3357";"532-32-2170";1293600;5923
"3358";"295-55-8071";0;7404
"3359";"530-41-7339";0;2229
"3360";"348-64-4587";193788;6076
"3361";"603-54-2239";0;3980
"3362";"666-45-3680";0;11256
"3363";"544-82-2076";0;13050
"3364";"285-60-4406";0;16097
"3365";"625-97-9726";0;4317
"3366";"919-36-9492";0;6428
"3367";"797-10-9784";0;21646
"3368";"345-82-8559";0;3013
"3369";"468-33-2753";0;6500
"3370";"519-40-5044";0;4069
"3371";"981-73-4447";0;13699
"3372";"731-77-6618";0;10064
"3373";"517-51-5131";300724;24231
"3374";"314-47-7202";0;7634
"3375";"588-81-7433";543965;5293
"3376";"906-96-3329";0;8963
"3377";"999-41-5705";173386;14326
"3378";"115-47-6618";0;9816
"3379";"812-62-6133";254985;3996
"3380";"731-20-3907";0;8853
"3381";"719-88-6335";437847;8364
"3382";"688-24-9512";0;21799
"3383";"928-32-3537";0;11562
"3384";"879-25-1090";0;1397
"3385";"180-36-2461";0;11969
"3386";"728-51-1190";0;12458
"3387";"260-60-7591";260538;9694
"3388";"120-69-3050";0;5527
"3389";"926-22-7993";0;8982
"3390";"172-99-1256";0;6114
"3391";"275-98-4782";0;15472
"3392";"952-91-1605";0;11827
"3393";"842-86-8955";0;10810
"3394";"766-30-1545";0;16301
"3395";"324-31-7439";428704;10453
"3396";"915-26-2353";0;11204
"3397";"210-71-3033";0;5719
"3398";"337-94-8857";0;2215
"3399";"929-65-2392";0;10958
"3400";"562-14-4600";0;8954
"3401";"818-26-5997";0;4646
"3402";"961-68-3489";0;7100
"3403";"151-16-6614";0;13838
"3404";"173-20-7920";734550;7730
"3405";"325-27-3607";0;9602
"3406";"759-50-2470";0;29543
"3407";"860-27-9072";0;6217
"3408";"900-63-9289";0;1883
"3409";"806-22-5581";0;14027
"3410";"950-63-3149";277096;7559
"3411";"400-86-9831";0;6640
"3412";"594-31-8205";303051;9796
"3413";"134-43-3423";623889;944
"3414";"662-42-4901";0;12838
"3415";"232-99-3241";0;6531
"3416";"534-87-4749";0;11187
"3417";"579-19-7834";0;2950
"3418";"677-69-7474";516490;17491
"3419";"456-73-2163";0;25422
"3420";"122-17-1277";364700;5841
"3421";"515-28-4491";764009;22654
"3422";"147-49-4729";0;17247
"3423";"435-41-6996";435459;6253
"3424";"351-17-7767";0;3730
"3425";"644-87-2994";0;14186
"3426";"881-42-1784";0;5374
"3427";"919-16-8495";323876;12369
"3428";"897-76-5815";0;13486
"3429";"612-48-2425";150006;5903
"3430";"216-26-7838";0;10210
"3431";"899-72-9539";586318;1673
"3432";"865-15-7672";706533;14254
"3433";"638-82-8977";0;9254
"3434";"750-96-6239";311310;13025
"3435";"590-97-7897";0;16881
"3436";"385-80-5808";0;7938
"3437";"741-46-3864";0;5645
"3438";"407-66-1953";719894;13042
"3439";"254-62-4694";0;4707
"3440";"666-59-2418";0;2306
"3441";"351-46-6056";0;18511
"3442";"652-68-2602";0;628
"3443";"545-27-8807";855442;11096
"3444";"306-74-5539";0;9917
"3445";"290-14-7793";0;29168
"3446";"237-26-4850";425550;1753
"3447";"413-80-6706";0;14816
"3448";"367-52-9772";370097;9341
"3449";"600-94-8792";0;17716
"3450";"996-24-1665";0;1274
"3451";"151-38-8599";0;4188
"3452";"677-50-6838";0;11457
"3453";"685-73-6346";0;1820
"3454";"724-78-8199";0;5212
"3455";"538-24-3723";0;12664
"3456";"419-72-8739";0;1838
"3457";"278-22-7791";367253;10165
"3458";"904-29-4419";388477;10236
"3459";"393-45-9952";742218;32989
"3460";"123-34-1114";274550;18181
"3461";"601-27-2134";536448;7479
"3462";"621-14-8791";431713;21736
"3463";"894-44-2112";0;19815
"3464";"484-61-7023";0;11996
"3465";"709-88-6272";0;7122
"3466";"268-67-3303";0;4974
"3467";"417-34-6449";0;1793
"3468";"575-83-3792";0;3701
"3469";"173-32-5428";0;23617
"3470";"728-96-4982";0;7013
"3471";"858-79-8902";0;13416
"3472";"690-79-1774";0;7436
"3473";"528-11-9535";0;8042
"3474";"980-53-7413";0;9941
"3475";"421-49-5210";0;10450
"3476";"335-20-6698";565815;6109
"3477";"842-86-6755";281080;11140
"3478";"926-47-5651";0;5882
"3479";"623-40-5134";0;8814
"3480";"144-45-2291";0;20277
"3481";"502-92-5718";0;25632
"3482";"173-44-2007";463469;2652
"3483";"686-73-8218";0;9436
"3484";"691-84-1312";559599;6252
"3485";"112-36-6084";0;6304
"3486";"639-89-5206";0;11227
"3487";"782-23-8871";0;8865
"3488";"951-29-1487";0;11911
"3489";"983-88-9679";278968;5651
"3490";"714-55-3087";0;10330
"3491";"304-52-1758";1097222;11198
"3492";"673-82-9882";0;27279
"3493";"346-54-1449";0;21333
"3494";"307-81-8587";425841;10820
"3495";"882-76-5190";0;11040
"3496";"594-80-7322";381811;5225
"3497";"387-15-6267";0;6868
"3498";"377-26-2814";0;9261
"3499";"969-79-8119";0;13147
"3500";"360-53-3285";586175;16660
"3501";"332-94-9710";310486;5957
"3502";"966-70-3594";0;9845
"3503";"435-48-8501";376020;2049
"3504";"488-94-1055";0;15854
"3505";"961-29-8879";0;2469
"3506";"482-51-8483";0;2364
"3507";"135-89-5738";0;10668
"3508";"528-59-7214";0;7669
"3509";"460-88-2881";0;2790
"3510";"648-34-9908";0;16762
"3511";"259-61-4982";149335;7568
"3512";"377-98-2518";966489;3538
"3513";"313-84-9938";0;4928
"3514";"257-68-3722";259528;4959
"3515";"290-67-7804";0;7085
"3516";"115-11-5008";0;7562
"3517";"772-57-5663";348010;5911
"3518";"380-89-2310";0;3308
"3519";"783-59-7291";0;8355
"3520";"457-39-4977";0;7715
"3521";"422-63-8025";0;20575
"3522";"634-25-2849";0;12893
"3523";"128-60-4476";0;5847
"3524";"563-99-4386";0;15106
"3525";"332-74-6443";583407;3846
"3526";"187-68-6460";520305;6167
"3527";"976-68-9699";0;16398
"3528";"273-92-7467";0;6630
"3529";"383-13-6844";0;5255
"3530";"147-14-4408";0;11677
"3531";"963-48-2912";0;11554
"3532";"547-20-7493";0;28803
"3533";"597-19-6860";0;11769
"3534";"654-87-2515";353065;6908
"3535";"899-66-3818";0;2876
"3536";"159-92-9813";0;10437
"3537";"284-46-2501";0;4298
"3538";"276-65-3939";0;6727
"3539";"612-34-8575";708202;10317
"3540";"474-42-7769";0;3323
"3541";"786-72-8143";346724;10627
"3542";"206-69-5681";0;5749
"3543";"136-24-5378";0;26214
"3544";"643-81-6790";176233;3718
"3545";"772-32-7862";0;27507
"3546";"305-95-5265";0;11670
"3547";"274-10-4559";0;14159
"3548";"634-77-4322";0;9882
"3549";"483-94-5722";0;8685
"3550";"387-96-6687";551644;13825
"3551";"732-55-9047";0;4680
"3552";"354-36-1335";0;3134
"3553";"829-62-4080";0;22562
"3554";"860-93-2192";280338;4842
"3555";"954-12-7892";0;17771
"3556";"277-18-9872";0;2212
"3557";"650-99-8591";448287;5758
"3558";"343-75-4346";0;4787
"3559";"143-31-8229";0;2051
"3560";"578-20-8109";0;5817
"3561";"441-88-3349";348668;25115
"3562";"218-41-8757";156762;3012
"3563";"759-59-9438";0;5057
"3564";"786-94-6946";0;6400
"3565";"283-33-8232";880198;20323
"3566";"825-41-6133";476308;19606
"3567";"416-28-2895";0;1768
"3568";"708-22-7907";321786;25549
"3569";"763-42-4286";0;12036
"3570";"475-99-4305";0;10603
"3571";"517-36-1511";266376;9120
"3572";"298-92-7545";603694;6955
"3573";"351-41-2258";0;13865
"3574";"536-53-5917";0;14821
"3575";"642-74-2585";649828;3853
"3576";"728-45-7963";0;15032
"3577";"868-95-7386";0;18541
"3578";"960-29-8391";523145;9525
"3579";"448-26-3880";0;10456
"3580";"937-85-8941";0;17652
"3581";"539-67-7984";0;28573
"3582";"819-68-2891";0;5878
"3583";"536-96-6938";0;2451
"3584";"161-77-4080";0;4905
"3585";"893-37-8788";0;13106
"3586";"853-57-8603";352899;21890
"3587";"553-81-5147";0;41115
"3588";"333-18-3098";0;17378
"3589";"660-47-8851";0;8071
"3590";"433-66-2506";0;9359
"3591";"558-89-4330";530862;12378
"3592";"672-93-1724";0;14521
"3593";"853-96-9685";996593;8570
"3594";"716-59-7842";0;10985
"3595";"976-95-1359";0;12159
"3596";"966-20-7337";0;6323
"3597";"574-88-8718";361454;8339
"3598";"777-57-6165";0;11369
"3599";"771-82-4029";0;14977
"3600";"621-90-8888";0;20044
"3601";"194-25-5263";0;22156
"3602";"637-14-6887";0;10697
"3603";"738-45-8367";0;7835
"3604";"633-75-3946";0;6573
"3605";"400-13-3204";0;5317
"3606";"277-97-9385";0;14922
"3607";"320-56-4322";0;3575
"3608";"120-26-4778";0;16201
"3609";"109-31-9594";0;11802
"3610";"254-27-9081";0;4834
"3611";"539-42-4149";591390;6623
"3612";"818-56-9663";0;31591
"3613";"394-17-4397";0;9025
"3614";"579-62-9971";0;22599
"3615";"648-98-2768";0;10748
"3616";"855-53-7448";415878;10267
"3617";"625-88-8459";0;23549
"3618";"472-58-3304";580778;13365
"3619";"247-81-3798";0;3661
"3620";"697-45-8190";625471;24506
"3621";"240-87-9915";0;3224
"3622";"339-75-2438";0;11856
"3623";"773-86-7534";0;28474
"3624";"776-37-2555";0;10821
"3625";"299-85-6967";0;12532
"3626";"864-77-6415";0;1445
"3627";"636-30-8840";0;2814
"3628";"655-94-7417";371730;6606
"3629";"261-56-3121";0;1586
"3630";"684-35-6933";0;13831
"3631";"988-79-6815";0;9524
"3632";"831-42-2155";179641;1528
"3633";"825-64-3975";0;14106
"3634";"160-48-7857";484434;5383
"3635";"956-96-9660";479928;14575
"3636";"571-55-8196";0;22558
"3637";"395-29-9797";0;16372
"3638";"670-18-6922";565301;10852
"3639";"148-59-3985";0;8718
"3640";"185-43-3736";548175;495
"3641";"351-68-7825";0;12290
"3642";"486-40-3047";0;20043
"3643";"561-36-6302";0;4760
"3644";"898-27-9873";0;5079
"3645";"190-28-6717";0;20213
"3646";"517-89-5349";502285;7075
"3647";"563-82-2618";0;2880
"3648";"180-64-6629";0;2027
"3649";"404-97-2669";755462;1456
"3650";"484-43-9382";0;6539
"3651";"276-92-3080";0;6709
"3652";"701-75-5709";0;8148
"3653";"760-52-2849";0;7462
"3654";"274-78-1512";0;7125
"3655";"419-68-9354";0;9935
"3656";"288-35-1417";0;7839
"3657";"544-85-9117";0;3743
"3658";"633-59-3429";0;6119
"3659";"739-50-4048";0;12367
"3660";"914-22-7895";457816;11271
"3661";"361-11-8299";0;15805
"3662";"441-11-3584";479959;10551
"3663";"567-44-9228";0;8032
"3664";"734-11-9524";0;11322
"3665";"680-35-8446";408279;9353
"3666";"949-20-4918";0;4919
"3667";"960-81-5235";0;10531
"3668";"637-63-6378";0;1189
"3669";"275-43-7748";0;2152
"3670";"529-58-9491";0;4249
"3671";"886-58-4926";0;1280
"3672";"819-35-2331";0;1648
"3673";"480-13-2556";0;2532
"3674";"486-52-6316";253695;316
"3675";"282-92-2788";0;10765
"3676";"561-76-7984";0;3174
"3677";"637-41-2078";0;8360
"3678";"566-33-3046";0;2588
"3679";"174-37-8602";0;16223
"3680";"192-66-3006";0;15156
"3681";"490-97-7360";424268;2685
"3682";"115-16-1754";390320;7278
"3683";"545-47-4656";0;13441
"3684";"910-84-9058";0;7874
"3685";"348-39-9558";0;8331
"3686";"883-50-6804";0;2445
"3687";"388-49-1719";0;7347
"3688";"702-34-1626";0;5649
"3689";"955-91-6938";528565;35288
"3690";"582-59-5119";0;20061
"3691";"672-67-9261";427648;17799
"3692";"500-83-6773";0;4956
"3693";"342-72-4471";0;22487
"3694";"967-48-5350";0;13180
"3695";"323-17-6410";471191;2924
"3696";"312-79-6182";0;1541
"3697";"208-81-9505";0;7437
"3698";"724-77-1410";0;10666
"3699";"692-60-1930";640881;12592
"3700";"135-89-8023";0;17966
"3701";"311-85-3151";367555;21540
"3702";"408-64-2123";0;9972
"3703";"309-67-6764";0;6313
"3704";"583-27-7845";0;23144
"3705";"929-43-1866";186876;804
"3706";"927-38-4029";735474;6100
"3707";"522-73-4841";0;11600
"3708";"739-53-6208";0;12937
"3709";"779-63-7101";0;9947
"3710";"949-36-5486";0;16210
"3711";"284-74-2032";0;3778
"3712";"472-98-5372";0;4494
"3713";"800-72-8896";0;5286
"3714";"501-53-2011";0;8120
"3715";"968-31-5864";0;26252
"3716";"747-76-1275";496935;3076
"3717";"410-97-1894";0;5143
"3718";"983-52-6776";0;11002
"3719";"410-73-9997";535913;16848
"3720";"619-72-9491";0;8825
"3721";"954-84-9246";436614;20966
"3722";"918-40-2944";473197;1608
"3723";"772-52-1488";0;11031
"3724";"543-58-3774";0;10784
"3725";"609-43-2438";259900;10500
"3726";"316-88-9359";0;13156
"3727";"221-78-6128";0;4185
"3728";"478-12-9938";0;4148
"3729";"448-43-1930";0;7936
"3730";"225-33-2932";0;18671
"3731";"137-35-8425";843393;10653
"3732";"219-12-8356";0;3102
"3733";"289-28-8398";0;12877
"3734";"830-56-8069";0;7936
"3735";"445-26-2976";0;3483
"3736";"959-42-3621";948105;3743
"3737";"901-85-4487";0;15945
"3738";"665-46-4436";0;2378
"3739";"342-88-9061";0;3246
"3740";"525-82-6499";0;10993
"3741";"497-93-7690";0;2515
"3742";"277-72-3545";0;20361
"3743";"438-49-5506";0;9724
"3744";"569-31-9860";0;9844
"3745";"776-58-3594";403376;12502
"3746";"441-93-8271";442366;2936
"3747";"771-15-4237";0;15703
"3748";"155-81-7084";0;1227
"3749";"852-10-8466";0;3552
"3750";"530-57-3024";302976;11013
"3751";"717-35-5702";0;57542
"3752";"545-43-2758";193054;29536
"3753";"389-42-4892";691616;23772
"3754";"274-71-8809";0;15286
"3755";"779-73-8067";0;43596
"3756";"601-21-2978";420347;8389
"3757";"867-71-3649";0;9028
"3758";"559-19-6293";0;5901
"3759";"539-45-1445";0;8271
"3760";"122-42-4932";379222;9081
"3761";"575-85-1075";551401;8354
"3762";"889-12-5357";0;4182
"3763";"266-14-4738";0;5010
"3764";"871-91-9464";0;21366
"3765";"360-39-6232";0;38194
"3766";"165-37-2017";0;2560
"3767";"413-57-8337";0;6697
"3768";"495-35-4659";0;22208
"3769";"817-15-5142";186424;3924
"3770";"543-55-1780";226502;2034
"3771";"768-85-5653";219190;5349
"3772";"408-45-3435";260854;26572
"3773";"777-61-9370";0;5797
"3774";"220-10-7388";351565;7360
"3775";"692-63-3136";0;7445
"3776";"599-36-3232";0;10299
"3777";"592-15-6565";342988;6468
"3778";"315-68-8981";0;3973
"3779";"652-95-7042";0;12310
"3780";"298-42-3915";0;6034
"3781";"748-82-7147";708928;6562
"3782";"426-31-4562";368368;9263
"3783";"641-37-7606";708732;26946
"3784";"409-95-7555";400208;3995
"3785";"468-68-6994";0;12794
"3786";"659-80-3404";555907;11824
"3787";"116-22-1165";0;9023
"3788";"445-40-9619";0;19533
"3789";"523-49-1481";0;9970
"3790";"507-34-3981";0;6205
"3791";"981-40-8229";0;17482
"3792";"223-38-8496";0;13928
"3793";"616-88-1887";517818;3867
"3794";"127-27-8157";0;985
"3795";"903-72-3989";683671;17790
"3796";"182-89-4161";0;13654
"3797";"456-12-4827";0;4880
"3798";"830-10-3631";0;5753
"3799";"221-51-9248";0;5617
"3800";"381-31-2854";206332;15535
"3801";"149-58-8509";0;2028
"3802";"581-48-2920";0;15802
"3803";"396-95-6427";0;7582
"3804";"978-25-1527";0;9937
"3805";"856-38-6285";0;23333
"3806";"697-40-3959";0;9145
"3807";"907-50-9735";0;1399
"3808";"245-69-6507";0;18482
"3809";"704-48-7579";0;1589
"3810";"196-52-8240";0;6419
"3811";"142-96-9529";0;16072
"3812";"877-63-8663";1537362;5663
"3813";"626-80-3288";909911;5622
"3814";"100-48-4032";0;5189
"3815";"779-46-5207";0;16371
"3816";"972-45-5787";0;19081
"3817";"131-93-4127";462962;3285
"3818";"835-67-1683";0;15746
"3819";"219-28-8323";0;8599
"3820";"864-80-2704";767655;970
"3821";"402-97-6108";627601;2771
"3822";"149-23-9235";0;9281
"3823";"751-19-3591";0;10634
"3824";"793-22-4530";0;8884
"3825";"689-59-2367";356257;10534
"3826";"329-30-9207";0;8737
"3827";"864-42-3836";517135;4043
"3828";"674-76-4131";0;6600
"3829";"362-73-4548";355322;7657
"3830";"922-19-1622";0;10169
"3831";"274-89-5407";0;21330
"3832";"237-25-6443";0;3191
"3833";"684-80-3708";0;7244
"3834";"620-22-1041";0;7067
"3835";"349-57-3354";0;22455
"3836";"832-77-9622";441117;18920
"3837";"146-18-8470";0;21799
"3838";"695-76-7655";0;4571
"3839";"945-92-5725";0;11796
"3840";"845-19-7372";0;7845
"3841";"804-19-5496";0;15988
"3842";"255-53-5782";0;14165
"3843";"111-90-9883";391427;16652
"3844";"480-78-6587";0;6574
"3845";"137-90-2630";0;13673
"3846";"673-56-2756";0;4850
"3847";"465-89-4506";0;9824
"3848";"103-51-9594";0;8377
"3849";"998-49-3197";189560;8440
"3850";"691-93-8177";875575;5015
"3851";"311-42-6259";0;14880
"3852";"213-21-5627";0;15079
"3853";"659-24-6560";486703;14458
"3854";"326-44-7281";0;3794
"3855";"188-15-2547";0;4610
"3856";"253-72-3875";265390;19939
"3857";"297-22-7611";0;7691
"3858";"371-60-3141";0;3710
"3859";"512-34-8319";0;6485
"3860";"148-52-7065";0;3182
"3861";"154-69-7060";0;8488
"3862";"271-27-1593";0;12056
"3863";"306-99-7568";273009;7782
"3864";"121-48-9747";0;1641
"3865";"132-67-3935";0;3415
"3866";"430-18-8492";0;6938
"3867";"471-55-6455";0;2809
"3868";"641-50-5025";0;13471
"3869";"469-56-1026";0;3283
"3870";"412-24-4401";282901;22693
"3871";"744-69-1145";0;9704
"3872";"308-11-8837";0;4114
"3873";"833-70-7865";0;11907
"3874";"136-86-1157";0;2245
"3875";"151-47-8149";0;10358
"3876";"660-94-6092";0;2301
"3877";"552-63-8180";0;7122
"3878";"346-48-7377";0;6307
"3879";"179-98-5696";0;5428
"3880";"580-95-7660";0;9238
"3881";"288-67-4177";378729;21001
"3882";"591-50-2300";0;10260
"3883";"167-91-9427";0;5885
"3884";"973-58-1055";408999;14856
"3885";"694-30-5124";228734;21208
"3886";"397-61-2453";0;13109
"3887";"389-51-8276";0;9889
"3888";"391-33-7713";0;7705
"3889";"950-96-7387";0;25498
"3890";"838-45-8388";0;20469
"3891";"430-41-7529";0;13897
"3892";"643-63-1571";0;6579
"3893";"727-34-3069";604657;19287
"3894";"924-76-1651";0;2986
"3895";"930-76-6552";645011;3645
"3896";"743-39-2608";0;12702
"3897";"833-59-4079";759568;13126
"3898";"347-46-5493";0;7552
"3899";"452-68-3998";723878;9511
"3900";"912-30-7121";0;7958
"3901";"655-60-7704";0;4087
"3902";"743-23-3679";0;6784
"3903";"434-45-3437";0;17229
"3904";"437-43-3791";538488;4043
"3905";"617-20-3995";147511;816
"3906";"508-13-8919";0;5198
"3907";"668-40-7618";0;14188
"3908";"486-65-1368";0;3821
"3909";"382-70-9544";0;13644
"3910";"309-34-7406";885766;2041
"3911";"820-12-7074";709587;7445
"3912";"847-19-2235";0;4438
"3913";"968-80-5550";324004;16517
"3914";"961-31-4800";737485;1819
"3915";"605-34-8433";0;13121
"3916";"609-78-3396";0;2083
"3917";"159-94-5524";783315;4721
"3918";"814-73-8463";0;4604
"3919";"551-63-4119";0;11727
"3920";"426-20-8017";289639;25424
"3921";"227-65-7205";0;23718
"3922";"231-51-5319";642767;10321
"3923";"856-52-2120";0;21147
"3924";"917-88-5579";0;4120
"3925";"284-38-8842";0;486
"3926";"756-74-3783";0;2451
"3927";"718-98-5487";164624;2907
"3928";"506-77-7658";0;8508
"3929";"757-16-7329";338798;10292
"3930";"182-26-2498";0;9934
"3931";"303-64-5480";0;2516
"3932";"140-13-8478";964320;2189
"3933";"161-84-1646";0;9221
"3934";"390-19-9883";0;2906
"3935";"338-57-8009";0;21727
"3936";"530-91-1709";0;7392
"3937";"756-20-3203";0;17415
"3938";"520-70-8658";0;4570
"3939";"327-90-5169";0;4690
"3940";"987-59-1417";0;7852
"3941";"730-96-8522";0;8605
"3942";"952-21-5753";608394;8758
"3943";"393-77-3015";673988;6749
"3944";"947-82-1344";0;4345
"3945";"847-64-4165";733981;2537
"3946";"792-36-1386";481690;3470
"3947";"288-70-7541";0;5464
"3948";"177-83-8458";574835;7267
"3949";"129-42-2162";0;8121
"3950";"453-39-6093";0;20994
"3951";"207-26-6584";0;4508
"3952";"984-57-3094";284169;4510
"3953";"680-93-6951";0;4766
"3954";"819-50-2196";0;21524
"3955";"323-82-3336";173620;12404
"3956";"284-81-3609";0;8251
"3957";"692-70-4578";0;12070
"3958";"481-39-2492";476299;1361
"3959";"589-62-7709";0;19492
"3960";"597-78-1003";0;17366
"3961";"727-77-7103";0;1882
"3962";"246-89-4569";481974;13042
"3963";"462-26-2969";826220;8513
"3964";"484-24-8542";379834;18381
"3965";"917-62-9812";0;7316
"3966";"355-16-4219";0;8786
"3967";"173-46-7075";0;9663
"3968";"334-73-7927";631856;11837
"3969";"435-85-7054";0;6352
"3970";"104-60-7075";135779;8340
"3971";"926-87-6038";0;14358
"3972";"844-57-6436";697932;20406
"3973";"829-72-6026";0;26596
"3974";"748-21-8367";0;14105
"3975";"839-85-8191";669204;15241
"3976";"528-83-6155";0;4218
"3977";"759-33-1033";0;11898
"3978";"687-12-2137";0;9593
"3979";"632-79-1048";0;21554
"3980";"545-61-5008";0;10721
"3981";"342-58-4153";788273;25201
"3982";"407-38-1535";407000;8061
"3983";"593-97-7533";0;4145
"3984";"143-57-7687";0;11125
"3985";"881-77-9733";0;9829
"3986";"286-48-6623";0;24189
"3987";"604-49-8953";444573;29283
"3988";"851-15-4880";0;1075
"3989";"462-73-5812";0;18805
"3990";"875-64-1910";0;7467
"3991";"522-63-1805";0;7894
"3992";"183-65-3961";0;13166
"3993";"506-81-3669";0;9652
"3994";"498-11-2537";0;8678
"3995";"677-60-3966";0;4301
"3996";"552-50-8206";0;20643
"3997";"217-87-8437";0;935
"3998";"908-41-3140";0;1431
"3999";"240-64-2464";0;15715
"4000";"729-21-5608";0;20424
"4001";"355-19-3882";0;22433
"4002";"131-72-3791";489693;6321
"4003";"523-86-2926";0;3122
"4004";"509-27-8926";0;4964
"4005";"504-87-4717";0;9519
"4006";"365-41-7057";345864;3964
"4007";"310-30-4013";0;7992
"4008";"466-21-3547";0;11324
"4009";"930-31-8808";233914;7140
"4010";"495-65-4521";0;3375
"4011";"852-73-5191";0;13453
"4012";"549-59-7967";0;7289
"4013";"205-19-4407";0;20468
"4014";"139-36-7734";0;20726
"4015";"454-87-5096";384031;17180
"4016";"611-15-4014";0;7669
"4017";"412-28-4016";0;14312
"4018";"668-90-3365";747384;27925
"4019";"758-12-6997";357010;9338
"4020";"960-20-7761";0;16300
"4021";"194-63-7763";899785;6927
"4022";"703-23-6162";517297;3195
"4023";"301-89-9558";0;6130
"4024";"471-50-8775";879126;7505
"4025";"301-51-2349";0;11295
"4026";"586-41-2419";0;18622
"4027";"752-36-9025";0;2418
"4028";"723-81-2480";0;6721
"4029";"546-70-9480";0;2864
"4030";"370-94-8754";0;5045
"4031";"612-36-4736";275782;12517
"4032";"280-10-8962";248631;17517
"4033";"887-64-2992";384777;5372
"4034";"468-23-4557";0;9948
"4035";"651-60-7788";0;11249
"4036";"528-86-4607";0;26609
"4037";"963-41-1927";0;9768
"4038";"503-63-5639";0;3927
"4039";"739-49-9742";0;6567
"4040";"726-40-4875";274532;29479
"4041";"464-77-2318";0;18900
"4042";"423-28-3315";0;6684
"4043";"436-23-2019";376062;4791
"4044";"915-67-4260";622360;28650
"4045";"670-67-6768";181546;18116
"4046";"765-73-2047";0;3396
"4047";"392-60-2868";0;10445
"4048";"315-94-7641";0;5669
"4049";"647-57-1234";0;13074
"4050";"405-99-7790";0;3942
"4051";"379-44-8493";0;6065
"4052";"744-74-8196";0;23716
"4053";"306-20-8194";644319;12759
"4054";"709-94-9648";561787;12706
"4055";"438-19-4285";0;8201
"4056";"817-20-1301";0;12415
"4057";"783-42-4610";0;8882
"4058";"371-19-6527";328024;7234
"4059";"217-82-8924";0;12865
"4060";"832-19-6428";0;8027
"4061";"787-92-7711";1022247;2404
"4062";"342-33-8754";0;3513
"4063";"773-19-1829";0;2501
"4064";"121-21-4486";0;7779
"4065";"509-16-8013";397704;9294
"4066";"794-68-2600";0;7865
"4067";"437-85-6064";0;20611
"4068";"229-86-6918";0;6197
"4069";"354-50-8940";439301;291
"4070";"689-86-5093";0;4749
"4071";"137-46-2891";0;4709
"4072";"823-37-7334";0;3652
"4073";"635-93-1301";0;8646
"4074";"953-38-6526";0;8943
"4075";"551-13-1464";0;12597
"4076";"348-68-7973";0;7285
"4077";"649-67-9314";0;12728
"4078";"991-21-4427";0;5905
"4079";"962-13-4748";480939;7240
"4080";"853-14-6946";608074;6666
"4081";"766-77-1433";0;5662
"4082";"734-73-3853";527336;5825
"4083";"394-92-1339";0;8181
"4084";"268-72-6087";268608;2096
"4085";"878-66-7705";739286;23510
"4086";"272-17-9713";0;6552
"4087";"169-81-7465";1105600;3981
"4088";"307-26-6437";257316;7672
"4089";"334-78-4946";0;10364
"4090";"622-34-3479";0;9002
"4091";"488-95-8714";0;1959
"4092";"753-32-5595";0;7225
"4093";"264-42-9787";0;4926
"4094";"649-57-8003";0;26746
"4095";"392-40-8379";0;10867
"4096";"258-52-2272";0;11316
"4097";"856-58-6113";0;13232
