"";"name";"ID";"agreement_start";"creditcardnr";"default";"date_of_default"
"296";"Meryl Dietrich";"175-33-9208";1994-07-23;"2735-4148-8755-7844";0;NA
"297";"Ruben Ebert";"163-12-1364";1992-12-25;"7201-5190-7014-3523";0;NA
"298";"Kasie Spinka";"758-17-3811";1999-09-07;"1799-2293-1661-8808";0;NA
"299";"Jazmine Metz";"603-33-5999";1997-09-03;"5504-6591-4608-2829";0;NA
"300";"Zandra Grady";"535-85-1243";1999-12-11;"7614-8435-9711-2750";0;NA
"301";"Zenobia Kling";"277-76-4662";2001-07-17;"1833-8757-9746-8693";0;NA
"302";"Katherin Lind";"234-48-7640";1992-02-27;"4785-7983-4043-9394";0;NA
"303";"Luba Lynch";"702-62-3324";2001-02-24;"3524-7435-7300-8669";1;"2006-09-16"
"304";"Abraham Heaney";"356-32-9583";1998-09-16;"9341-1154-1775-3651";0;NA
"305";"Leif Spencer";"785-66-6406";1990-07-13;"8257-1592-4851-4453";0;NA
"306";"Annalisa Littel";"445-54-5064";2003-05-26;"8486-8090-7954-2610";0;NA
"307";"Tricia Kiehn";"927-13-7937";1990-07-20;"8592-5932-4492-6146";0;NA
"308";"Jerrold Hyatt";"872-38-4661";1995-03-06;"9179-6125-2838-5826";0;NA
"309";"Shayne Veum";"846-12-5584";1992-02-17;"2055-1066-4312-2598";0;NA
"310";"Regenia Beier";"954-98-2165";1992-09-20;"5891-1099-4313-7697";0;NA
"311";"Thomas Dach";"541-64-1676";2001-04-18;"6701-7018-8950-5651";0;NA
"312";"Tera Mosciski";"615-57-7692";1996-10-31;"3108-7405-7293-4010";0;NA
"313";"Leandro Tromp";"495-16-7872";1998-05-10;"7123-3173-6966-6117";0;NA
"314";"Larisa Larson";"790-27-8842";2003-03-02;"2612-5678-2890-9744";0;NA
"315";"Jere Mosciski";"832-39-9964";1995-03-12;"7286-3273-2378-7276";1;"2017-09-04"
"316";"Eugene Braun";"182-39-4442";2002-03-04;"7391-7551-5884-8772";1;"2013-02-19"
"317";"Anibal Morar";"401-66-5209";1991-09-27;"9282-6848-8615-2633";0;NA
"318";"Charla Glover";"407-56-7834";1996-12-21;"4107-8943-4140-7089";0;NA
"319";"Graham Hoppe";"397-56-7225";1995-07-15;"9262-2979-5363-3561";0;NA
"320";"Rodrigo Hoppe";"833-90-5961";1998-06-20;"6826-5176-2236-2347";0;NA
"321";"Latisha Roberts";"206-45-3820";2002-06-09;"6381-7044-3465-4576";1;"2015-10-19"
"322";"Marcus Schulist";"545-40-7102";1996-06-21;"4394-4456-2411-9798";0;NA
"323";"Foster Heaney";"569-37-3250";1997-09-22;"4776-9456-2398-6474";0;NA
"324";"Brittney Hackett";"255-84-5490";2000-11-18;"4924-8661-8830-6027";0;NA
"325";"Cathy Mills";"905-10-7186";1991-02-13;"7824-2821-6992-4820";0;NA
"326";"Nicolle Jewess";"566-99-3146";2002-05-04;"2787-3422-6475-2947";0;NA
"327";"Jake Stracke";"362-25-6141";1996-05-27;"1706-6247-7747-6357";0;NA
"328";"Graham Green";"849-19-8378";1994-07-21;"1190-1558-2628-2329";0;NA
"329";"Lakeesha Osinski";"535-77-1508";1993-04-13;"6929-5921-5450-8099";0;NA
"330";"Jim Ernser";"501-94-4355";1995-07-24;"8201-4076-5616-6828";0;NA
"331";"Brad Baumbach";"441-39-8225";2002-01-18;"7473-2667-4557-8432";0;NA
"332";"Boyd Wyman";"242-45-2647";1994-09-26;"7924-2590-2321-6455";0;NA
"333";"Jeremy Weimann";"988-96-7411";2000-03-08;"5774-3387-4539-2594";0;NA
"334";"France Daniel";"321-80-4788";1999-06-06;"3595-6259-5645-3110";0;NA
"335";"Loris Heller";"820-65-6905";1992-08-29;"6054-1820-9973-2559";0;NA
"336";"Jeffery Jewess";"902-69-1934";1999-02-18;"7390-5442-7778-2729";0;NA
"337";"Signe Schneider";"130-77-8967";1997-10-20;"2994-8236-8328-7700";0;NA
"338";"Oscar Leffler";"938-54-6239";1990-03-11;"6464-4202-6659-3420";1;"2010-08-12"
"339";"Johnny Thiel";"482-16-8820";1995-09-23;"1095-8681-3442-6012";1;"2008-06-04"
"340";"Nicol Fadel";"506-53-9241";1991-08-24;"4399-6280-1931-2769";0;NA
"341";"Marcie Lind";"610-35-7524";1993-04-04;"4665-6721-2196-2379";0;NA
"342";"Gracia Watsica";"417-50-1527";1993-05-25;"2708-8859-9662-5972";0;NA
"343";"Laurene Labadie";"807-34-4803";1991-03-16;"2529-6052-2818-9613";0;NA
"344";"Dallas Douglas";"400-30-9585";2002-06-30;"3554-1029-1004-5712";0;NA
"345";"Elroy Purdy";"839-56-3407";1994-12-04;"8850-4262-5888-6071";1;"2020-11-03"
"346";"Ben Orn";"778-81-6849";1992-08-15;"7664-2017-6525-3560";0;NA
"347";"Francis Leuschke";"697-46-6333";1994-02-25;"3490-2043-4203-2059";0;NA
"348";"Rachael Waelchi";"257-95-6825";1997-02-21;"1923-6188-6825-6259";0;NA
"349";"Kaci Ward";"768-11-7325";1993-09-01;"7598-3765-4285-2517";1;"2017-05-02"
"350";"Noel Wisoky";"121-79-7145";1991-09-21;"9046-8798-9314-1093";0;NA
"351";"Ozie Christiansen";"583-51-7984";2001-04-02;"1947-1418-4886-3186";0;NA
"352";"Art Kerluke";"518-87-4324";1996-01-31;"6556-9729-8548-2728";1;"2019-09-12"
"353";"Frankie Wolf";"236-21-3586";1992-04-12;"8201-1931-4652-2037";1;"2004-06-03"
"354";"Elida Quigley";"869-76-1716";2002-08-10;"9822-8936-8486-1972";1;"2007-03-12"
"355";"Omar Weissnat";"684-85-1180";1997-08-06;"9687-5374-1836-8535";0;NA
"356";"Maryalice Gibson";"232-42-7955";2002-10-10;"4321-5986-4813-3927";0;NA
"357";"Myron Mertz";"632-91-7177";1992-05-29;"4886-6093-5884-4425";1;"2020-02-06"
"358";"Cyrus Schmeler";"877-75-1521";1990-08-24;"5483-1280-9791-9598";0;NA
"359";"Cris Hickle";"148-67-7618";1992-08-11;"2148-5243-2448-1993";1;"2005-05-03"
"360";"Nisha Ziemann";"130-15-1606";1998-09-17;"2969-3971-5757-7997";1;"2017-10-24"
"361";"Lance Kemmer";"727-30-9346";1990-09-13;"6219-3956-3103-8758";0;NA
"362";"Sterling Dicki";"151-23-9543";2003-10-21;"7640-2798-8905-7055";0;NA
"363";"Jonathon Leffler";"404-18-1400";2000-10-18;"3206-3350-8081-9448";0;NA
"364";"Lorine Friesen";"429-43-3943";1996-10-06;"8957-6118-3499-1361";0;NA
"365";"Pansy Spinka";"675-58-4713";2002-07-29;"2413-6210-5872-6124";1;"2011-12-24"
"366";"Isabella Rath";"986-91-5307";1995-04-03;"3079-5939-2115-3968";0;NA
"367";"Nadia Paucek";"911-49-2827";1996-08-25;"8942-5595-8168-6861";0;NA
"368";"Arlie Roob";"673-15-2913";1993-11-23;"3084-2925-7853-5257";0;NA
"369";"Kandra Bartoletti";"131-98-6600";1991-06-23;"1019-3206-5994-1992";0;NA
"370";"Sidney Gutmann";"126-68-6659";1991-04-30;"5585-1387-8709-2458";0;NA
"371";"Darron Murray";"901-52-4991";1997-10-01;"7157-3132-2373-6508";0;NA
"372";"Dan Marks";"265-24-2196";1995-05-22;"7322-4524-4289-2115";0;NA
"373";"Jane Crist";"613-74-5050";1990-10-30;"4596-7733-4039-4067";1;"2004-04-14"
"374";"Rina Langworth";"688-94-2968";1993-05-12;"3562-6980-8866-9559";0;NA
"375";"Janae Lynch";"238-64-2486";1990-01-28;"9473-9118-7153-4743";0;NA
"376";"Humberto Mosciski";"174-93-1191";1991-08-15;"1927-6916-4451-7001";0;NA
"377";"Aaron Swift";"976-51-6349";1994-03-26;"9764-8910-2749-8878";0;NA
"378";"Grover Rodriguez";"119-12-1933";1990-03-10;"2323-2393-2312-3462";0;NA
"379";"Jody Bode";"894-62-6811";1993-07-31;"8340-9027-9666-5947";0;NA
"380";"Anne Jacobson";"721-91-3540";2001-03-09;"8195-4418-9842-3099";0;NA
"381";"Kathy Rempel";"276-58-8675";1990-05-06;"1352-8549-9059-7719";0;NA
"382";"Yajaira Legros";"990-73-2694";1995-08-19;"7332-5462-1649-6026";0;NA
"383";"Maile Raynor";"369-55-4428";1999-06-21;"1020-5669-7062-8771";0;NA
"384";"Ashleigh Willms";"525-11-6873";1996-11-06;"1354-2561-7581-2460";0;NA
"385";"Luigi Christiansen";"612-17-3453";2003-09-01;"4864-1000-9914-4402";0;NA
"386";"Penney Pacocha";"109-25-2015";1993-09-19;"3200-8018-4292-2528";0;NA
"387";"Roman Kuhn";"931-13-9948";1995-06-11;"3184-4978-9824-2452";1;"2005-01-03"
"388";"Hilario Grant";"444-19-4613";1994-07-12;"1172-9501-2306-2064";0;NA
"389";"Carroll Kunde";"414-60-8556";2003-08-19;"1910-1152-2791-8248";1;"2012-05-20"
"390";"Steven Schmeler";"606-91-3274";1990-11-03;"8446-2693-5955-1110";0;NA
"391";"Garland Quigley";"545-22-1914";1993-04-14;"8581-8129-7488-1957";0;NA
"392";"William Johnson";"709-27-6709";1998-03-01;"5485-1894-5124-4721";0;NA
"393";"Vicente Kuhn";"383-75-8212";1991-04-01;"7109-1280-6708-7540";0;NA
"394";"Penni Parisian";"222-44-9899";1992-07-04;"6364-7646-5051-7766";0;NA
"395";"Elane Ebert";"945-28-6412";2002-05-27;"3810-1939-3653-7907";0;NA
"396";"Mellissa Rodriguez";"956-81-4678";2003-07-25;"9258-1049-2714-5791";1;"2017-04-20"
"397";"Austin Rice";"808-38-1570";1998-06-25;"5688-5458-2440-5315";0;NA
"398";"Ollie McDermott";"549-95-9239";1994-04-27;"4348-8574-1265-6261";0;NA
"399";"Laurence Beier";"631-81-4419";1990-10-15;"9440-4509-2523-1472";0;NA
"400";"Wallace Moen";"264-66-1723";1996-05-06;"3838-3926-3794-2529";0;NA
"401";"Vito Runte";"100-41-2606";1997-10-24;"8398-3260-1655-3982";0;NA
"402";"Rae Anderson";"969-13-1937";1996-08-29;"6988-6381-4550-5995";0;NA
"403";"Dona Hintz";"447-35-4595";1996-01-13;"3786-3078-2658-8684";0;NA
"404";"Milan Boyle";"405-16-6051";1999-10-29;"3196-3865-5050-2192";0;NA
"405";"Gregory Feeney";"486-96-9137";1998-06-08;"1860-3436-6395-5373";1;"2011-04-17"
"406";"Lisette Spinka";"394-15-9886";2002-12-03;"5844-4190-5841-7165";0;NA
"407";"Na Hirthe";"255-38-5421";1994-04-02;"3854-1185-2886-6848";0;NA
"408";"Ma Zulauf";"774-68-9270";2000-12-24;"1855-4227-9026-8176";1;"2015-12-02"
"409";"Regina Schamberger";"331-38-2848";1991-02-10;"6442-1500-2967-9060";1;"2011-01-27"
"410";"Miguelina Osinski";"823-46-5692";1995-03-10;"9558-7390-5423-4233";0;NA
"411";"Bradly Gaylord";"463-61-1167";1999-08-13;"9479-7858-7089-5457";0;NA
"412";"Willodean Roob";"974-61-4502";1999-09-20;"4336-7209-3284-4415";0;NA
"413";"Filiberto Miller";"834-23-6726";1992-07-26;"3872-4570-9944-4832";1;"2007-10-10"
"414";"Crysta Collins";"776-71-9058";1994-05-27;"5232-1023-1183-3851";1;"2014-08-29"
"415";"Lorine Gislason";"850-21-9538";2002-05-26;"9918-1648-2600-6327";0;NA
"416";"Kenton Fritsch";"410-75-3890";1997-07-04;"6026-1903-9884-9623";0;NA
"417";"Polly Stehr";"314-41-9106";2003-01-04;"2225-6698-9787-6387";0;NA
"418";"Gail Stanton";"826-25-3781";2000-09-04;"5295-8676-1767-2233";0;NA
"419";"Rich O'Kon";"572-34-7385";1997-06-27;"4997-4025-9210-9075";0;NA
"420";"Moira Wuckert";"241-11-1102";1992-12-28;"5182-4215-7192-4960";0;NA
"421";"Drema Gutmann";"864-13-3474";1991-06-05;"1744-9197-6940-1268";0;NA
"422";"Horacio McLaughlin";"209-16-6952";2003-06-20;"9127-5943-2702-5450";0;NA
"423";"Gregory Yost";"884-30-5994";2003-02-21;"4414-8330-2241-1138";1;"2011-01-02"
"424";"Karyl Haley";"655-71-7415";1997-11-22;"5184-9243-2080-7745";0;NA
"425";"Barrett Nienow";"784-84-3788";2003-04-29;"5935-1305-2299-4030";0;NA
"426";"Boyce Stark";"565-90-6444";1998-11-05;"9328-7448-1112-7046";0;NA
"427";"Napoleon Heaney";"944-33-6077";1995-10-27;"6761-2305-8993-2804";0;NA
"428";"Curtis Legros";"323-49-2525";1994-10-28;"7116-7022-2391-1353";1;"2015-12-27"
"429";"Kerri Little";"551-15-7563";1997-11-25;"2359-9540-3667-8491";0;NA
"430";"Alease Walker";"308-52-1364";1994-01-23;"6927-2057-5582-2243";0;NA
"431";"Henry Konopelski";"919-12-1488";1995-05-15;"9407-2150-7696-3586";0;NA
"432";"Santo Bashirian";"961-62-5089";1990-01-22;"3360-2807-3926-7530";0;NA
"433";"Thelma Lesch";"121-35-9364";1992-07-30;"2525-8079-2992-6273";0;NA
"434";"Shanika Rogahn";"688-38-8901";1990-11-02;"5325-5060-8080-6733";0;NA
"435";"Taryn Wolf";"786-11-8321";1996-02-20;"4789-2636-3058-4786";0;NA
"436";"Oren Connelly";"784-97-7950";1995-09-11;"3657-4939-8687-8707";0;NA
"437";"Maureen Marks";"295-81-2551";1990-04-22;"2842-8659-1864-5118";0;NA
"438";"Freida Beatty";"696-31-6540";1990-02-16;"6668-5866-1713-3247";0;NA
"439";"Mayme Stokes";"556-13-8267";2003-12-03;"2217-4327-8837-1986";0;NA
"440";"Jamie Collins";"188-64-6485";1995-05-24;"8726-9690-8476-8251";0;NA
"441";"Jammie Conroy";"242-71-8150";1999-01-21;"8767-4086-4880-6124";0;NA
"442";"Caroline Littel";"278-37-4170";1991-01-12;"1269-2607-9962-2770";0;NA
"443";"Gabriel Armstrong";"940-60-2901";1995-06-12;"5596-6664-2030-3392";0;NA
"444";"Jeffry Leuschke";"132-15-4828";2002-02-14;"2654-3642-7845-9621";0;NA
"445";"Shayne Reichel";"472-75-5264";2003-09-07;"7729-4596-4575-5385";0;NA
"446";"Ligia Friesen";"907-32-3015";2001-07-13;"1302-5342-4995-7268";1;"2018-04-12"
"447";"Ellena Kessler";"348-10-6965";1990-01-27;"6194-8738-9995-6229";0;NA
"448";"Elroy Friesen";"717-38-1820";1990-12-05;"2715-1108-6914-3211";0;NA
"449";"Abel Stark";"184-82-4490";1994-07-09;"7619-6870-8395-4810";0;NA
"450";"Dorie Hills";"452-74-6367";1998-08-13;"2787-5674-2144-3424";0;NA
"451";"Brady Grady";"802-16-7034";1995-05-12;"3645-6581-3032-6589";0;NA
"452";"Ricardo Hoppe";"953-30-3099";2001-12-13;"5597-5854-1518-9404";0;NA
"453";"Lucrecia Labadie";"474-24-6615";1998-11-20;"7396-3222-9143-1262";0;NA
"454";"Marketta Johns";"413-33-9750";1997-10-25;"5272-7624-4614-9991";0;NA
"455";"Matthew Russel";"694-91-2494";1990-08-03;"6439-9030-6042-7586";1;"2009-03-09"
"456";"Lynette D'Amore";"488-58-1086";1991-10-27;"6979-6723-4449-7039";0;NA
"457";"Bruno Doyle";"973-34-4231";1993-07-15;"7060-7586-7686-9334";0;NA
"458";"Ronda Bauch";"314-65-4836";2001-03-22;"2532-6772-1217-3941";0;NA
"459";"Porsha Cronin";"627-94-9774";1998-02-25;"1163-6120-7833-4264";1;"2018-11-28"
"460";"Darius Graham";"507-30-8882";2002-01-01;"3082-7606-7952-6235";0;NA
"461";"Gladis Ernser";"611-70-4858";2001-02-06;"2352-7298-5199-8621";0;NA
"462";"Zana Fahey";"417-61-8653";2000-09-21;"3020-4493-3309-9774";1;"2007-08-01"
"463";"Jarred Vandervort";"602-79-9844";1991-12-10;"8147-2227-1760-7408";0;NA
"464";"Dwain Oberbrunner";"154-60-3910";1991-03-20;"8620-6963-2161-7234";1;"2012-09-09"
"465";"Hugo Spinka";"295-82-3775";1996-10-20;"4075-9981-8126-3178";0;NA
"466";"Landon Bailey";"841-88-5589";2001-01-13;"4213-2761-1019-3633";0;NA
"467";"Wei Gulgowski";"150-88-4453";2000-06-25;"8570-1284-5013-4980";0;NA
"468";"Bobbie Spencer";"309-90-1720";1998-02-24;"3066-4291-2138-7445";0;NA
"469";"Eleonor Murray";"612-54-6417";1994-07-16;"2381-6980-1509-9831";1;"2012-04-01"
"470";"Tawanna Kirlin";"784-19-6360";1998-08-05;"7488-4861-3087-3970";0;NA
"471";"Florencio Maggio";"373-15-1199";2001-01-22;"4331-7082-1271-1669";1;"2010-04-01"
"472";"Terisa Hane";"179-79-7042";2003-03-01;"5244-1779-7412-5589";0;NA
"473";"Man Shanahan";"631-92-4394";1992-03-02;"5220-2741-7353-6805";0;NA
"474";"Sharice Medhurst";"759-52-5732";2001-05-02;"4039-5978-3122-9221";0;NA
"475";"Kai Hand";"733-65-8182";1996-08-10;"6704-7328-5384-5731";1;"2016-06-05"
"476";"Jeffrey Langosh";"845-92-5285";1998-05-23;"5065-6588-4353-9617";0;NA
"477";"Sheba Osinski";"864-61-3259";1996-03-31;"7398-7481-9353-2821";0;NA
"478";"Luz Kassulke";"221-13-5545";2002-07-31;"7855-8730-2230-3976";1;"2005-07-28"
"479";"Virgil White";"936-65-2716";2002-05-25;"4428-7147-7988-7152";0;NA
"480";"Samuel Greenholt";"998-79-4218";1999-10-10;"3062-4133-1918-3681";0;NA
"481";"Sandie Steuber";"489-90-1072";1995-08-29;"8444-6920-5283-9670";1;"2012-08-07"
"482";"Arden Jast";"597-34-2197";1995-01-30;"1747-1026-4718-1166";0;NA
"483";"Winston Kuhic";"556-17-6016";1994-11-21;"9143-8594-6882-9212";0;NA
"484";"Carlyn Metz";"731-34-2973";1994-12-25;"3996-6978-8790-3983";0;NA
"485";"Santos Beier";"360-97-8774";2001-06-03;"3936-9836-8282-9199";0;NA
"486";"Kate Herzog";"242-79-7500";1999-09-16;"5888-1239-6930-1870";0;NA
"487";"Eddy Lemke";"229-65-4178";1998-05-12;"5825-1254-3167-1280";0;NA
"488";"Russ Kub";"125-60-4463";2003-12-04;"9464-3453-8292-4345";0;NA
"489";"Corazon Nikolaus";"643-53-2235";2003-01-14;"1724-9649-1250-7727";1;"2018-07-07"
"490";"Linwood Fadel";"400-57-4830";1990-06-17;"5976-6040-4205-7402";0;NA
"491";"Rocco Fadel";"332-79-2362";1998-02-01;"6981-7186-9071-7638";0;NA
"492";"Lina Raynor";"449-83-7560";1993-05-23;"3935-5428-8079-3043";0;NA
"493";"Ricardo Greenfelder";"876-62-2715";1993-12-03;"4792-4935-1810-7100";0;NA
"494";"Otis Lesch";"145-58-8257";1998-09-01;"3050-8145-8383-1898";1;"2017-02-09"
"495";"Chet Blick";"229-91-6029";2002-10-13;"7067-6847-2385-4138";0;NA
"496";"Maile Effertz";"755-82-2554";1994-10-04;"3024-6713-2546-6052";0;NA
"497";"Cornelia Conroy";"481-61-3288";1991-04-02;"5748-8570-4285-7274";0;NA
"498";"Stefan McKenzie";"320-22-9799";1997-05-23;"8753-9342-8659-7176";0;NA
"499";"Weldon Hoeger";"176-17-7987";1990-08-15;"5234-9730-6809-3987";0;NA
"500";"Tim Hahn";"374-98-3456";2003-01-26;"9511-9355-6849-6552";0;NA
"501";"Ramona Raynor";"149-69-7644";2002-04-01;"7267-3486-2022-1547";0;NA
"502";"Derick Zemlak";"890-34-8825";1994-03-13;"3868-4741-6047-5466";0;NA
"503";"Long Sipes";"644-91-1379";1990-10-29;"9296-1385-1881-9185";0;NA
"504";"Wilburn Durgan";"890-62-2745";1992-07-03;"7542-7202-6113-8228";0;NA
"505";"Jessie Macejkovic";"323-13-3597";1994-09-25;"7731-3741-9252-6266";0;NA
"506";"Archie Hayes";"997-60-4640";1991-04-26;"9032-1118-7978-7644";0;NA
"507";"Von Predovic";"890-51-9787";1995-05-30;"3454-5030-5762-4791";0;NA
"508";"Micheal Raynor";"827-12-8284";1999-12-10;"3483-9516-2293-4206";0;NA
"509";"Angelyn Altenwerth";"343-15-2659";1997-10-18;"2281-7046-5487-9905";0;NA
"510";"Danial Braun";"193-25-8560";1995-11-22;"9883-1409-8868-8851";0;NA
"511";"Aron Ernser";"105-76-6212";2002-08-27;"3112-8881-5346-5454";0;NA
"512";"Laurene Halvorson";"915-36-5063";2003-02-24;"1609-4004-5916-7840";0;NA
"513";"Isaiah Jacobson";"550-93-6075";1992-12-07;"4237-4844-9117-1807";0;NA
"514";"Lawerence Durgan";"385-55-5704";2003-12-29;"4006-6512-6474-8605";0;NA
"515";"Eddie Boyer";"636-38-4796";1999-12-30;"6405-7831-1006-6509";1;"2005-11-26"
"516";"Cheri Luettgen";"992-11-2304";1993-09-30;"6780-3704-5067-1355";1;"2016-10-18"
"517";"Joel Cole";"454-16-2188";2003-05-23;"2266-9869-8370-5141";0;NA
"518";"Willodean Abbott";"224-88-3635";1991-03-28;"2336-4344-1407-4772";0;NA
"519";"Roxie Walsh";"487-55-4472";2003-06-05;"4178-1917-9775-7490";0;NA
"520";"Jamey O'Connell";"437-15-1130";2001-03-26;"6365-9122-6099-6672";0;NA
"521";"Lana Hodkiewicz";"345-25-2774";2000-11-11;"9955-1358-9611-4842";0;NA
"522";"Quintin Kohler";"668-19-6884";1997-08-28;"4499-9287-1396-3390";0;NA
"523";"Sherman Blanda";"926-67-2278";1998-10-12;"1367-4802-1872-9343";0;NA
"524";"Leanora Conroy";"159-54-1347";1997-05-21;"2422-1655-7178-2184";0;NA
"525";"Britt Pfeffer";"332-29-5249";1999-03-07;"9712-7757-6590-7773";1;"2018-11-22"
"526";"Deloris Lueilwitz";"609-27-4729";1999-03-28;"7662-8586-4636-4124";0;NA
"527";"Theron Watsica";"366-45-4193";1996-02-21;"8590-7135-1870-4427";0;NA
"528";"Jackqueline Schiller";"328-58-2343";1998-04-11;"6446-4434-3725-8765";0;NA
"529";"Cody White";"628-91-6927";1999-07-15;"4826-2459-7279-8861";0;NA
"530";"Daine Senger";"163-99-4538";1992-12-15;"9430-3454-5127-7962";0;NA
"531";"Desiree Huel";"182-59-2564";1993-03-16;"2227-1344-3266-6856";0;NA
"532";"Willa Langosh";"790-19-1022";1992-11-29;"8590-7927-9192-2274";0;NA
"533";"Eldon Littel";"426-50-3119";1990-05-05;"1965-4272-3571-8115";0;NA
"534";"Adalberto Boyer";"576-20-3427";1996-12-11;"8343-3663-3998-6464";0;NA
"535";"Lezlie Botsford";"945-44-7348";2001-12-14;"6231-2247-8940-5354";0;NA
"536";"Roy Prohaska";"876-49-1068";2002-05-11;"5101-9022-6229-7470";0;NA
"537";"Jere Marks";"461-98-4376";2001-06-06;"4584-5577-9718-3891";0;NA
"538";"Marcelino Donnelly";"639-37-3524";1996-09-16;"1844-3791-7377-2512";1;"2012-09-25"
"539";"Tara Wunsch";"487-39-1281";1995-12-05;"4238-3465-8203-7837";1;"2006-07-05"
"540";"Lavina Boehm";"944-83-5255";1990-07-11;"1823-6640-3027-4089";0;NA
"541";"Brett Murazik";"409-39-3760";1992-02-29;"2183-9461-9302-5308";0;NA
"542";"Willian Boyle";"920-47-3745";2000-07-29;"6939-8113-4714-8380";0;NA
"543";"Cyrus Cruickshank";"283-74-8356";2003-06-30;"9190-4480-2991-1022";0;NA
"544";"Dong Kiehn";"649-54-7439";1998-04-24;"7540-9672-9196-2880";1;"2010-11-16"
"545";"Sam Stokes";"894-87-3851";1990-05-13;"3827-5616-5983-2274";0;NA
"546";"Adrian Pfannerstill";"338-62-7952";1990-10-19;"8837-3820-9984-5938";0;NA
"547";"Elmer Rice";"462-32-9629";1999-05-19;"3212-8145-4840-7742";1;"2017-08-01"
"548";"Karey Rice";"891-67-1839";2003-03-21;"6776-8646-1159-6740";0;NA
"549";"Felipe Gleason";"421-97-2156";2001-12-10;"1996-1543-7578-2362";0;NA
"550";"Jarod Goodwin";"282-82-2120";1993-01-08;"5084-1914-4824-4886";0;NA
"551";"Letty Feeney";"904-18-4731";1994-01-01;"2957-9282-4476-9711";1;"2011-04-03"
"552";"Rex Boyer";"365-11-7101";2003-11-13;"9734-7086-3270-5130";0;NA
"553";"Christopher Cremin";"873-85-1473";1990-10-25;"1289-1078-5200-2657";0;NA
"554";"Colin Kuhlman";"627-83-2688";1990-09-19;"2954-7327-4486-7965";0;NA
"555";"Lacresha Ortiz";"106-28-4454";2003-10-17;"9087-1570-1017-3114";0;NA
"556";"Zackary Ondricka";"173-14-5244";1995-03-11;"1317-7138-8749-2031";1;"2015-08-26"
"557";"Bernard Stracke";"496-60-1076";2000-11-24;"3359-3209-4536-8379";0;NA
"558";"Lino Kohler";"995-59-2896";2003-06-21;"5908-7935-5258-3722";0;NA
"559";"Khadijah Ondricka";"635-13-8971";2000-12-03;"2097-6433-3275-1034";0;NA
"560";"Edwardo Gutkowski";"990-53-3650";2000-02-25;"1296-2911-3832-9368";0;NA
"561";"Dino Goodwin";"674-58-5864";1999-08-21;"3528-5047-7092-5096";0;NA
"562";"Numbers Rogahn";"313-81-9914";1995-07-18;"1373-2354-8099-8501";0;NA
"563";"Darwin Bednar";"413-70-1839";1991-02-14;"8372-9121-5318-3536";1;"2009-11-11"
"564";"Tod Goyette";"514-90-7380";1999-04-07;"1934-9303-1988-6294";1;"2012-12-26"
"565";"Marissa Metz";"311-26-4322";2003-08-14;"2379-4971-4856-3394";0;NA
"566";"Gertha Volkman";"254-41-9194";1997-01-22;"1140-8815-4167-5775";0;NA
"567";"Tommy Collins";"233-51-3156";1990-03-16;"5213-7698-6817-1620";0;NA
"568";"Norris Powlowski";"747-94-4179";1990-07-05;"7299-2153-8345-3784";0;NA
"569";"Gonzalo Walter";"245-72-7809";1991-12-20;"5660-4474-6188-1975";0;NA
"570";"Gladis Toy";"793-74-6466";1997-03-17;"3131-1392-5695-2277";1;"2012-09-23"
"571";"Michal Hegmann";"573-29-5032";2003-10-02;"7757-1209-8914-3707";0;NA
"572";"Latesha Runte";"626-63-1888";2001-09-07;"8571-4946-7963-4786";0;NA
"573";"Yesenia Schmitt";"146-35-2351";1991-04-28;"7019-6598-7268-8979";0;NA
"574";"Joe Stanton";"832-30-5989";1991-03-15;"2097-1834-5547-9122";0;NA
"575";"Ai Streich";"233-69-2024";1994-06-29;"1327-1707-2024-3542";0;NA
"576";"Leroy Emard";"299-97-9847";1993-07-16;"7573-6455-9760-8126";1;"2005-01-22"
"577";"Taneka Weimann";"230-46-9918";2001-10-20;"9770-2211-2620-7408";0;NA
"578";"Sunny Lowe";"193-87-2150";2003-12-18;"8822-7666-4376-4847";0;NA
"579";"Mohammed Runolfsson";"555-46-4163";2001-10-31;"1024-6518-3015-1167";0;NA
"580";"Diann Aimonetti";"453-20-3191";1993-06-24;"5392-1126-6408-2175";1;"2013-09-24"
"581";"Leslie Beatty";"610-72-4751";1995-01-19;"1067-5556-7967-9829";0;NA
"582";"Frederic Heller";"132-32-7371";1998-08-17;"3696-8863-4990-8784";1;"2015-10-12"
"583";"Milford Kunze";"958-56-9114";1994-11-17;"7590-4809-6973-2560";1;"2009-01-13"
"584";"Idella Bogisich";"204-32-7730";2001-12-20;"1468-9804-7702-9098";0;NA
"585";"Sharon Nicolas";"338-37-8675";2000-02-12;"4005-9212-6312-9245";0;NA
"586";"Shaun Jewess";"693-25-2073";1998-05-09;"4952-6317-9899-4965";0;NA
"587";"Rebecca Wehner";"146-96-3846";1996-02-04;"2346-8151-9719-6668";0;NA
"588";"Bryant Willms";"509-69-9780";1991-06-21;"9940-9606-8273-3977";0;NA
"589";"Sherry Wintheiser";"362-59-5863";1996-01-12;"3158-8004-2459-4299";0;NA
"590";"Bennie Cruickshank";"823-52-8484";1994-03-20;"7511-1726-6807-6378";0;NA
"591";"Rickie Schultz";"225-13-6242";2000-10-13;"3562-9540-7691-4324";1;"2005-07-18"
"592";"Clay Wolff";"456-46-1155";1991-12-09;"5346-7467-8044-9016";0;NA
